"User_ID","Pages_Viewed","Time_Spent_Minutes","Conversion"
176,376,184,"Yes"
772,298,188,"Yes"
602,169,316,"Yes"
319,371,547,"Yes"
28,143,462,"No"
120,23,478,"Yes"
174,237,549,"No"
247,164,431,"Yes"
177,247,26,"No"
802,298,780,"No"
682,84,755,"No"
418,367,222,"Yes"
388,349,883,"No"
645,473,657,"No"
218,461,723,"No"
418,283,653,"No"
888,150,584,"No"
804,198,955,"Yes"
641,162,945,"No"
616,36,68,"No"
90,73,852,"Yes"
436,302,589,"Yes"
972,251,26,"No"
428,199,282,"No"
374,85,211,"Yes"
483,21,749,"No"
65,253,256,"Yes"
457,382,963,"Yes"
111,44,580,"No"
545,363,567,"No"
991,295,754,"Yes"
675,482,214,"Yes"
282,276,635,"No"
644,24,77,"No"
322,21,57,"Yes"
686,494,351,"Yes"
965,192,624,"Yes"
151,473,795,"Yes"
665,55,393,"No"
148,450,507,"Yes"
21,55,321,"No"
9,295,299,"Yes"
709,263,393,"No"
804,358,187,"No"
921,224,358,"Yes"
24,480,762,"Yes"
523,194,864,"No"
654,447,619,"No"
435,223,493,"Yes"
540,377,925,"No"
366,159,251,"No"
578,206,468,"No"
136,446,207,"No"
41,463,720,"Yes"
440,376,114,"No"
449,144,24,"No"
186,28,595,"No"
265,19,139,"Yes"
636,198,54,"No"
381,47,82,"Yes"
69,335,632,"No"
206,39,603,"No"
774,99,441,"No"
551,391,899,"No"
507,373,261,"Yes"
678,64,508,"No"
163,89,800,"Yes"
781,6,854,"No"
963,117,251,"Yes"
36,399,273,"No"
297,347,948,"No"
977,232,112,"Yes"
486,468,809,"Yes"
242,415,999,"Yes"
736,311,77,"No"
423,163,13,"No"
258,196,805,"Yes"
205,390,235,"Yes"
707,292,160,"Yes"
53,144,397,"Yes"
881,92,855,"No"
547,85,503,"No"
546,69,770,"No"
785,87,534,"Yes"
451,145,225,"No"
610,306,43,"No"
790,241,493,"No"
312,293,628,"No"
823,18,961,"No"
336,117,383,"No"
767,469,137,"No"
256,260,317,"No"
975,299,494,"Yes"
552,412,176,"Yes"
589,487,90,"Yes"
997,267,146,"Yes"
755,105,973,"Yes"
200,292,659,"No"
494,352,844,"No"
566,33,193,"No"
830,374,805,"No"
816,49,718,"Yes"
307,199,849,"Yes"
818,323,247,"No"
432,116,241,"No"
358,451,468,"No"
146,359,60,"Yes"
964,146,322,"No"
649,352,373,"Yes"
879,320,228,"No"
827,418,466,"No"
768,96,681,"Yes"
45,327,804,"Yes"
404,415,631,"No"
989,111,282,"Yes"
33,322,602,"No"
172,323,184,"No"
336,428,893,"No"
166,258,334,"No"
769,471,48,"No"
220,113,105,"Yes"
599,273,27,"Yes"
656,295,595,"Yes"
687,164,197,"No"
703,48,383,"No"
280,402,880,"Yes"
702,314,102,"Yes"
473,457,612,"No"
923,397,502,"No"
289,272,844,"Yes"
771,275,750,"Yes"
579,22,815,"Yes"
755,169,32,"Yes"
133,183,26,"No"
595,196,363,"No"
267,459,525,"No"
701,141,595,"Yes"
219,429,354,"No"
866,357,192,"No"
667,119,381,"No"
875,17,135,"Yes"
123,180,983,"Yes"
993,170,242,"Yes"
634,454,498,"Yes"
41,452,905,"Yes"
569,43,757,"Yes"
610,440,343,"No"
82,354,818,"No"
441,348,332,"No"
193,150,740,"No"
605,219,244,"No"
493,284,584,"No"
844,377,562,"No"
554,454,361,"Yes"
625,177,400,"No"
855,411,535,"Yes"
424,468,190,"Yes"
96,431,686,"Yes"
595,439,277,"Yes"
37,72,3,"Yes"
492,229,16,"Yes"
23,195,78,"No"
955,149,199,"Yes"
295,113,891,"No"
649,35,829,"No"
997,381,171,"Yes"
814,470,55,"Yes"
996,374,507,"No"
444,258,746,"Yes"
449,183,102,"Yes"
653,188,67,"Yes"
989,155,387,"Yes"
32,17,609,"Yes"
527,208,70,"No"
616,139,727,"No"
945,97,632,"No"
615,103,896,"No"
975,206,685,"No"
778,143,640,"Yes"
808,102,388,"No"
68,20,28,"No"
69,348,921,"Yes"
459,90,228,"No"
835,151,958,"No"
881,107,482,"No"
821,345,163,"No"
220,381,941,"Yes"
716,237,316,"Yes"
942,418,894,"Yes"
555,380,195,"Yes"
16,232,902,"Yes"
130,472,307,"Yes"
500,415,508,"Yes"
262,492,369,"No"
97,205,265,"Yes"
332,111,133,"No"
93,146,886,"Yes"
981,126,987,"Yes"
444,91,956,"Yes"
831,281,355,"Yes"
479,22,663,"No"
887,335,449,"Yes"
280,46,808,"Yes"
371,190,901,"Yes"
948,355,464,"Yes"
157,53,813,"No"
118,278,689,"No"
624,86,449,"Yes"
990,66,187,"Yes"
802,333,102,"Yes"
763,215,817,"Yes"
40,452,474,"Yes"
96,375,814,"Yes"
860,337,299,"No"
704,302,949,"Yes"
791,4,731,"Yes"
323,499,49,"No"
162,451,355,"Yes"
467,383,909,"Yes"
316,196,316,"No"
851,44,793,"No"
980,270,201,"No"
930,153,148,"Yes"
70,355,329,"No"
888,154,524,"Yes"
877,2,971,"No"
396,12,135,"Yes"
754,226,799,"No"
269,360,417,"Yes"
376,302,446,"Yes"
546,164,207,"No"
806,495,376,"No"
475,428,102,"Yes"
496,405,353,"No"
366,242,998,"Yes"
381,221,943,"No"
502,221,154,"No"
798,148,259,"No"
721,290,879,"Yes"
82,102,815,"Yes"
611,430,810,"No"
41,39,960,"No"
187,177,66,"No"
130,478,722,"Yes"
387,73,22,"No"
228,13,674,"Yes"
735,79,208,"No"
260,175,423,"No"
75,85,324,"Yes"
36,179,290,"No"
640,416,463,"Yes"
866,430,842,"No"
69,450,318,"No"
827,195,907,"Yes"
447,110,259,"Yes"
745,139,209,"Yes"
985,481,356,"Yes"
720,110,439,"No"
241,485,644,"No"
550,387,890,"No"
837,228,913,"Yes"
998,493,502,"Yes"
183,331,813,"No"
862,493,272,"Yes"
126,362,818,"No"
850,444,48,"Yes"
248,54,60,"No"
999,254,886,"No"
199,460,305,"No"
773,208,227,"Yes"
662,303,222,"Yes"
943,115,824,"Yes"
560,281,671,"No"
340,308,924,"No"
59,335,386,"Yes"
929,292,722,"No"
620,365,628,"Yes"
246,7,666,"Yes"
196,217,381,"Yes"
669,198,694,"Yes"
416,291,493,"No"
868,168,403,"Yes"
411,121,475,"Yes"
743,23,261,"No"
263,172,392,"No"
468,282,681,"No"
222,298,584,"No"
300,163,638,"Yes"
540,439,393,"No"
716,325,806,"No"
79,273,398,"Yes"
562,238,451,"No"
823,229,125,"No"
940,444,244,"Yes"
598,188,331,"Yes"
888,463,913,"Yes"
722,66,9,"Yes"
45,73,274,"Yes"
749,344,491,"No"
114,108,947,"Yes"
734,302,248,"Yes"
331,439,815,"No"
237,482,493,"Yes"
291,434,652,"No"
879,252,839,"No"
396,237,742,"Yes"
989,383,235,"Yes"
953,497,247,"No"
238,307,480,"Yes"
312,486,331,"No"
483,12,768,"Yes"
498,385,706,"Yes"
683,118,531,"Yes"
339,481,123,"No"
57,179,156,"No"
704,170,572,"No"
578,2,893,"Yes"
7,473,353,"Yes"
167,79,124,"Yes"
783,471,717,"Yes"
919,116,952,"Yes"
940,226,230,"No"
509,373,431,"Yes"
312,397,173,"No"
247,59,438,"Yes"
814,248,343,"No"
59,107,345,"Yes"
404,89,817,"Yes"
510,300,341,"Yes"
6,243,577,"Yes"
173,123,254,"Yes"
515,94,317,"No"
713,16,690,"Yes"
931,280,671,"Yes"
855,360,503,"Yes"
222,367,947,"No"
218,392,2,"Yes"
839,61,786,"Yes"
737,115,405,"Yes"
770,346,955,"Yes"
306,2,279,"Yes"
183,479,960,"No"
92,117,73,"No"
889,57,232,"No"
804,449,516,"Yes"
565,127,738,"No"
197,325,898,"Yes"
695,193,703,"Yes"
473,279,778,"No"
115,218,449,"Yes"
565,475,865,"Yes"
913,379,509,"Yes"
978,296,714,"No"
939,432,803,"No"
375,300,863,"Yes"
145,53,739,"No"
948,191,723,"Yes"
404,38,23,"No"
430,404,85,"No"
121,102,417,"Yes"
175,450,681,"Yes"
873,76,42,"No"
130,176,183,"Yes"
475,248,288,"No"
288,318,778,"No"
923,50,821,"Yes"
367,431,22,"Yes"
706,362,384,"Yes"
776,2,612,"Yes"
961,270,705,"Yes"
888,78,803,"No"
917,400,88,"Yes"
22,315,511,"Yes"
879,102,120,"No"
784,380,699,"No"
572,166,285,"Yes"
755,474,113,"No"
34,81,59,"No"
121,66,898,"Yes"
921,403,971,"Yes"
236,220,342,"No"
891,284,980,"Yes"
454,189,672,"Yes"
711,382,560,"No"
673,37,172,"Yes"
794,336,623,"No"
508,460,858,"No"
845,426,724,"Yes"
881,3,422,"Yes"
416,102,978,"Yes"
311,316,861,"No"
333,412,973,"Yes"
351,172,459,"No"
755,322,239,"No"
130,6,675,"Yes"
837,394,753,"No"
456,182,77,"No"
560,313,972,"No"
634,410,324,"No"
347,487,314,"No"
765,217,828,"Yes"
671,82,458,"No"
569,209,389,"No"
73,3,703,"No"
538,215,64,"Yes"
936,4,421,"No"
89,114,855,"No"
532,191,484,"No"
935,392,817,"No"
439,220,101,"Yes"
2,356,99,"Yes"
326,489,504,"Yes"
37,423,489,"No"
406,307,399,"Yes"
45,26,210,"No"
396,57,579,"No"
216,149,621,"No"
897,65,705,"Yes"
340,323,998,"Yes"
177,275,943,"Yes"
685,31,191,"Yes"
348,268,286,"No"
931,18,375,"Yes"
553,105,820,"No"
967,366,746,"Yes"
553,369,233,"Yes"
16,32,135,"Yes"
892,216,194,"Yes"
443,471,804,"Yes"
739,351,28,"No"
746,297,25,"No"
154,284,12,"No"
560,226,662,"No"
424,240,471,"No"
956,114,278,"Yes"
467,65,679,"No"
92,290,275,"Yes"
549,334,126,"Yes"
721,102,235,"Yes"
242,151,468,"Yes"
750,426,561,"No"
551,499,174,"No"
9,499,114,"No"
669,20,590,"No"
882,222,327,"No"
620,96,487,"No"
994,355,721,"No"
507,380,18,"Yes"
471,10,601,"No"
564,472,48,"Yes"
865,361,759,"Yes"
935,229,40,"Yes"
85,21,51,"No"
141,86,782,"Yes"
718,407,821,"No"
576,405,221,"Yes"
272,170,688,"Yes"
330,228,864,"Yes"
337,75,531,"Yes"
864,442,481,"Yes"
689,456,197,"No"
157,485,466,"Yes"
368,211,73,"Yes"
973,478,272,"Yes"
35,217,283,"Yes"
858,187,798,"Yes"
515,465,203,"No"
743,110,795,"No"
171,137,701,"Yes"
138,13,364,"No"
622,100,926,"Yes"
616,209,89,"Yes"
30,200,26,"Yes"
146,304,879,"Yes"
666,231,51,"Yes"
568,465,784,"No"
971,103,101,"No"
962,27,539,"No"
727,428,305,"No"
442,314,4,"No"
206,418,230,"No"
44,459,695,"No"
572,407,466,"No"
295,207,193,"No"
297,14,511,"Yes"
999,170,106,"Yes"
126,364,297,"Yes"
570,24,978,"Yes"
714,342,365,"Yes"
304,285,344,"No"
277,443,229,"Yes"
457,92,858,"No"
67,416,396,"Yes"
653,153,657,"Yes"
310,319,561,"No"
692,57,307,"Yes"
540,402,639,"No"
593,242,153,"Yes"
304,489,710,"No"
713,335,148,"No"
15,403,669,"No"
549,66,545,"No"
590,110,809,"Yes"
318,474,483,"No"
817,32,143,"Yes"
484,70,502,"No"
982,464,516,"No"
462,246,960,"No"
762,245,150,"Yes"
409,280,120,"Yes"
549,265,328,"No"
110,135,807,"No"
530,152,746,"No"
998,345,181,"Yes"
654,219,884,"Yes"
933,86,281,"Yes"
569,197,53,"Yes"
794,26,500,"Yes"
432,7,960,"No"
249,92,826,"Yes"
289,288,985,"Yes"
854,91,677,"Yes"
343,168,479,"Yes"
984,197,132,"Yes"
48,121,265,"Yes"
321,109,564,"Yes"
508,322,443,"No"
919,182,563,"Yes"
857,263,509,"Yes"
240,209,52,"Yes"
149,389,710,"No"
740,11,495,"No"
870,33,698,"No"
803,304,13,"No"
348,52,63,"Yes"
860,278,681,"No"
69,96,686,"Yes"
825,165,28,"No"
350,42,487,"Yes"
859,316,227,"No"
691,13,40,"Yes"
979,351,979,"Yes"
971,247,292,"Yes"
393,443,103,"Yes"
563,285,242,"No"
315,367,274,"Yes"
178,390,588,"No"
752,420,10,"No"
215,337,475,"Yes"
612,326,77,"No"
343,238,371,"No"
758,11,121,"No"
277,26,2,"Yes"
547,273,397,"No"
428,160,824,"No"
72,459,936,"No"
385,291,878,"No"
35,96,755,"No"
260,324,648,"No"
706,189,197,"No"
499,298,995,"No"
653,323,840,"No"
810,258,636,"Yes"
681,34,814,"Yes"
119,371,359,"No"
66,263,960,"Yes"
873,162,639,"Yes"
361,160,199,"No"
494,157,23,"No"
425,57,202,"Yes"
269,210,941,"No"
117,489,179,"No"
460,437,809,"Yes"
717,234,297,"No"
615,150,516,"Yes"
198,324,887,"No"
571,88,196,"Yes"
127,76,185,"No"
589,206,606,"Yes"
238,473,345,"No"
529,18,228,"Yes"
353,337,173,"Yes"
394,301,593,"No"
134,431,985,"No"
26,84,254,"No"
810,385,379,"Yes"
215,310,981,"Yes"
776,310,183,"No"
968,126,239,"Yes"
903,44,638,"Yes"
228,386,771,"Yes"
513,83,608,"No"
435,298,732,"Yes"
64,69,933,"No"
479,385,909,"Yes"
978,265,737,"No"
600,354,636,"No"
755,177,591,"Yes"
541,100,935,"Yes"
466,499,259,"Yes"
624,344,204,"No"
811,195,388,"Yes"
450,2,114,"No"
353,57,487,"Yes"
376,360,74,"Yes"
756,108,797,"No"
111,441,611,"No"
71,48,965,"Yes"
960,171,376,"Yes"
528,339,361,"Yes"
811,372,908,"Yes"
545,211,293,"No"
877,73,552,"No"
312,90,487,"No"
922,336,473,"Yes"
623,347,306,"No"
803,240,742,"Yes"
218,114,447,"No"
264,397,382,"Yes"
536,328,239,"No"
532,374,34,"Yes"
767,315,943,"Yes"
712,500,825,"Yes"
995,171,39,"No"
808,224,854,"No"
446,126,76,"Yes"
181,485,412,"No"
938,224,898,"No"
388,222,964,"No"
575,411,736,"Yes"
859,232,560,"No"
98,500,888,"Yes"
709,27,861,"No"
895,79,166,"Yes"
944,324,687,"Yes"
529,261,556,"No"
275,458,668,"No"
827,429,806,"No"
550,412,694,"No"
956,238,377,"Yes"
694,270,528,"Yes"
330,419,716,"No"
705,54,54,"No"
686,112,268,"No"
53,110,736,"Yes"
927,468,832,"No"
350,48,970,"No"
913,466,261,"Yes"
191,111,395,"No"
419,216,369,"Yes"
797,173,522,"No"
268,246,490,"No"
256,425,936,"Yes"
630,452,9,"No"
300,353,77,"No"
17,54,68,"Yes"
1000,448,677,"No"
931,273,865,"No"
845,187,905,"No"
741,495,283,"Yes"
729,404,526,"No"
845,425,149,"Yes"
280,453,546,"No"
786,270,840,"No"
270,182,124,"Yes"
276,12,937,"No"
976,344,834,"No"
893,233,450,"Yes"
146,402,988,"Yes"
882,446,233,"No"
164,276,454,"Yes"
59,433,567,"No"
666,70,853,"No"
975,198,31,"No"
703,70,963,"No"
348,287,831,"Yes"
537,451,515,"No"
705,272,980,"No"
339,257,914,"No"
820,451,325,"No"
931,316,39,"No"
666,218,603,"No"
815,191,465,"Yes"
779,486,389,"Yes"
610,145,950,"No"
870,426,619,"Yes"
839,390,714,"Yes"
44,200,981,"No"
184,252,337,"No"
658,152,16,"Yes"
170,31,860,"Yes"
19,368,929,"No"
195,373,135,"No"
169,18,934,"No"
513,472,740,"No"
791,34,611,"No"
875,248,753,"Yes"
615,296,705,"Yes"
990,249,35,"Yes"
941,211,813,"No"
184,266,307,"Yes"
44,359,804,"Yes"
555,498,93,"Yes"
852,246,362,"Yes"
158,247,896,"No"
613,455,968,"No"
396,413,724,"No"
334,480,910,"Yes"
572,359,656,"Yes"
855,52,981,"Yes"
324,53,376,"No"
621,302,565,"Yes"
58,319,556,"Yes"
949,160,176,"No"
108,59,769,"No"
581,65,500,"Yes"
505,488,609,"No"
951,316,349,"Yes"
669,498,996,"Yes"
43,93,258,"No"
381,453,100,"Yes"
944,68,563,"No"
561,113,573,"No"
369,114,66,"No"
881,450,385,"No"
702,223,29,"No"
182,28,620,"No"
336,265,371,"No"
981,26,954,"Yes"
807,300,233,"No"
304,280,449,"No"
489,414,509,"No"
249,168,938,"No"
215,22,901,"No"
549,357,292,"No"
949,63,632,"No"
4,499,194,"Yes"
654,114,43,"No"
489,338,2,"No"
240,33,794,"Yes"
926,322,853,"Yes"
508,196,182,"No"
307,8,295,"No"
451,419,120,"No"
320,233,300,"Yes"
96,392,33,"No"
189,477,911,"Yes"
213,134,579,"No"
733,274,403,"Yes"
461,444,950,"No"
198,470,248,"Yes"
601,96,148,"Yes"
646,479,175,"No"
281,121,404,"No"
561,362,898,"Yes"
749,286,352,"Yes"
787,209,257,"No"
566,193,791,"No"
794,321,114,"No"
229,436,742,"No"
475,110,546,"Yes"
436,423,841,"No"
938,130,494,"No"
850,168,434,"Yes"
815,304,970,"No"
671,425,414,"Yes"
42,292,217,"No"
704,13,665,"Yes"
365,451,533,"Yes"
392,137,994,"Yes"
206,143,656,"No"
991,356,863,"No"
996,362,306,"Yes"
648,112,72,"No"
558,212,227,"No"
163,125,128,"Yes"
412,351,219,"Yes"
286,78,399,"No"
205,37,128,"Yes"
281,394,541,"No"
922,255,890,"No"
469,31,69,"Yes"
673,459,786,"Yes"
947,229,709,"Yes"
732,99,418,"Yes"
667,59,181,"Yes"
589,24,355,"No"
254,31,169,"Yes"
438,355,267,"No"
64,333,891,"Yes"
413,245,960,"No"
991,65,593,"No"
653,216,551,"Yes"
123,9,740,"No"
876,74,759,"Yes"
968,170,66,"Yes"
142,213,736,"No"
595,441,151,"Yes"
534,158,440,"Yes"
14,62,683,"No"
305,338,385,"Yes"
186,76,144,"No"
555,291,66,"No"
708,244,703,"No"
820,80,165,"Yes"
596,67,819,"No"
178,451,895,"Yes"
818,114,887,"No"
677,72,929,"No"
65,340,397,"No"
687,86,336,"No"
307,332,859,"No"
159,279,646,"No"
473,473,69,"Yes"
92,243,105,"No"
385,304,613,"No"
116,482,804,"No"
60,64,449,"No"
981,455,675,"Yes"
209,23,260,"Yes"
386,477,599,"Yes"
579,386,401,"Yes"
610,54,23,"Yes"
990,100,274,"No"
12,429,80,"No"
150,319,631,"Yes"
773,160,632,"No"
654,39,364,"No"
617,74,164,"Yes"
912,324,716,"No"
566,21,997,"No"
337,98,831,"No"
731,416,891,"Yes"
965,140,376,"No"
917,37,650,"No"
188,480,73,"No"
917,334,984,"No"
991,406,427,"No"
250,79,913,"Yes"
113,465,904,"No"
397,248,698,"No"
510,94,116,"Yes"
476,487,944,"Yes"
719,272,956,"No"
969,216,454,"No"
340,246,840,"Yes"
240,221,998,"No"
937,362,4,"Yes"
248,85,677,"Yes"
756,253,75,"Yes"
917,449,935,"Yes"
769,231,61,"Yes"
132,284,921,"Yes"
268,482,312,"Yes"
634,8,425,"No"
250,84,384,"Yes"
553,335,447,"Yes"
460,448,871,"No"
388,86,978,"No"
806,187,892,"Yes"
72,105,736,"Yes"
979,252,194,"No"
315,392,105,"No"
260,406,244,"Yes"
297,287,648,"Yes"
124,234,884,"No"
512,239,774,"Yes"
66,416,761,"No"
31,179,128,"Yes"
420,393,505,"Yes"
32,16,582,"Yes"
295,312,977,"No"
947,337,482,"Yes"
300,227,403,"No"
142,441,439,"No"
222,484,466,"No"
83,18,744,"Yes"
124,113,442,"No"
808,357,685,"Yes"
936,416,953,"No"
390,68,920,"Yes"
521,267,615,"Yes"
916,196,41,"No"
661,388,947,"Yes"
744,59,562,"No"
383,234,868,"Yes"
693,50,960,"Yes"
763,185,21,"No"
737,113,336,"Yes"
771,292,724,"Yes"
479,212,937,"Yes"
428,356,29,"Yes"
637,465,754,"Yes"
483,481,941,"No"
314,98,501,"No"
103,82,874,"No"
527,340,609,"Yes"
719,434,600,"No"
245,47,619,"Yes"
571,279,912,"Yes"
733,467,395,"No"
360,258,479,"Yes"
581,21,773,"Yes"
736,22,822,"No"
402,368,220,"No"
653,226,876,"Yes"
851,92,727,"Yes"
449,141,179,"No"
455,475,785,"Yes"
606,396,876,"Yes"
538,53,655,"No"
173,338,435,"Yes"
136,473,657,"No"
944,71,117,"Yes"
158,337,254,"No"
658,299,866,"Yes"
896,265,863,"Yes"
69,302,660,"No"
388,167,286,"No"
714,276,936,"No"
593,243,979,"Yes"
929,341,99,"No"
13,449,605,"No"
936,230,495,"No"
352,213,710,"No"
13,197,675,"Yes"
751,157,96,"Yes"
432,111,79,"Yes"
712,96,264,"Yes"
585,402,613,"Yes"
269,363,785,"Yes"
965,134,332,"No"
142,303,659,"No"
740,217,833,"No"
229,169,998,"Yes"
298,391,434,"Yes"
682,160,943,"Yes"
834,471,938,"Yes"
937,441,225,"Yes"
289,435,351,"Yes"
805,5,873,"No"
350,209,22,"No"
554,75,560,"Yes"
789,164,76,"Yes"
825,317,348,"No"
95,407,90,"No"
94,499,819,"Yes"
129,464,326,"No"
29,362,683,"Yes"
211,254,363,"Yes"
985,472,815,"No"
878,138,480,"Yes"
855,347,952,"Yes"
499,5,979,"Yes"
409,160,96,"Yes"
394,455,436,"Yes"
430,102,293,"Yes"
303,301,825,"No"
38,457,553,"Yes"
854,170,937,"Yes"
240,98,945,"Yes"
800,203,614,"Yes"
209,382,696,"Yes"
529,174,119,"No"
113,32,880,"No"
159,375,92,"No"
875,130,464,"No"
875,233,685,"No"
128,143,694,"Yes"
351,340,540,"Yes"
122,223,310,"Yes"
22,286,955,"Yes"
225,289,423,"Yes"
128,195,151,"No"
569,467,444,"No"
47,499,587,"No"
451,235,865,"No"
815,47,626,"Yes"
1000,488,681,"No"
620,282,452,"Yes"
992,79,880,"No"
637,479,461,"No"
249,228,640,"Yes"
265,236,459,"Yes"
733,11,809,"No"
374,461,509,"No"
265,379,227,"No"
69,105,905,"No"
661,256,850,"No"
654,99,255,"No"
472,17,100,"No"
673,477,489,"Yes"
656,79,265,"No"
212,443,749,"No"
836,155,583,"No"
990,275,74,"Yes"
990,249,549,"Yes"
173,29,35,"Yes"
308,307,77,"No"
563,115,789,"Yes"
785,295,355,"No"
133,349,162,"Yes"
631,487,736,"Yes"
938,411,161,"Yes"
145,370,378,"Yes"
438,495,535,"No"
978,374,966,"Yes"
143,73,782,"Yes"
193,267,709,"No"
629,220,735,"No"
943,17,770,"Yes"
686,327,333,"Yes"
417,202,420,"No"
239,264,624,"Yes"
387,149,41,"Yes"
680,360,385,"Yes"
194,270,69,"No"
513,326,688,"No"
38,475,617,"Yes"
104,115,746,"Yes"
238,53,526,"Yes"
997,116,562,"No"
767,438,849,"Yes"
45,28,755,"No"
858,218,549,"Yes"
780,82,46,"Yes"
766,129,619,"No"
941,103,633,"Yes"
235,367,272,"No"
82,257,934,"Yes"
743,449,923,"No"
559,181,797,"No"
90,27,673,"No"
700,367,956,"Yes"
430,221,986,"Yes"
583,176,802,"Yes"
705,102,790,"Yes"
627,90,160,"Yes"
304,371,645,"No"
854,108,962,"No"
377,371,227,"Yes"
734,59,551,"No"
345,480,630,"Yes"
596,398,447,"Yes"
973,463,194,"Yes"
143,481,825,"Yes"
97,151,200,"No"
630,131,481,"No"
737,408,983,"No"
341,106,957,"Yes"
664,79,918,"Yes"
580,59,544,"Yes"
190,158,989,"No"
423,187,533,"No"
470,99,279,"Yes"
661,389,348,"Yes"
580,339,293,"No"
647,121,317,"Yes"
454,488,751,"No"
410,423,178,"No"
145,272,231,"No"
119,299,142,"No"
591,500,302,"Yes"
758,15,201,"Yes"
131,237,869,"No"
927,48,402,"No"
523,409,94,"No"
206,121,488,"Yes"
371,437,804,"No"
341,467,680,"No"
232,26,825,"Yes"
746,268,623,"No"
791,495,745,"No"
300,332,68,"Yes"
660,362,468,"Yes"
930,23,205,"No"
931,113,956,"Yes"
243,429,402,"Yes"
459,153,505,"Yes"
553,485,626,"Yes"
930,373,415,"Yes"
156,400,261,"Yes"
963,109,558,"No"
667,221,255,"No"
771,45,415,"Yes"
32,266,597,"No"
280,180,659,"Yes"
461,56,470,"No"
3,25,959,"Yes"
813,300,831,"Yes"
534,354,16,"Yes"
981,145,76,"Yes"
576,231,642,"No"
941,119,156,"No"
874,332,660,"No"
328,378,803,"Yes"
97,50,132,"No"
961,455,624,"No"
535,461,173,"No"
497,400,269,"No"
380,317,654,"No"
891,463,457,"No"
261,398,213,"Yes"
227,462,160,"Yes"
890,289,933,"Yes"
203,40,946,"Yes"
767,120,971,"Yes"
441,219,73,"No"
592,240,826,"No"
268,340,417,"No"
411,416,197,"No"
71,375,301,"No"
80,482,8,"No"
896,33,801,"No"
932,167,885,"No"
148,53,696,"Yes"
991,384,726,"No"
355,447,528,"No"
657,134,611,"Yes"
829,112,191,"Yes"
514,141,457,"Yes"
752,94,661,"No"
174,476,336,"Yes"
867,500,138,"Yes"
503,493,991,"No"
227,359,69,"No"
338,239,96,"Yes"
28,146,735,"Yes"
536,90,280,"No"
876,136,470,"Yes"
504,15,836,"Yes"
369,322,491,"Yes"
739,272,239,"No"
502,153,520,"Yes"
780,77,912,"Yes"
888,438,239,"Yes"
181,201,124,"No"
729,473,260,"No"
324,341,892,"Yes"
47,54,912,"No"
552,324,72,"Yes"
806,103,247,"No"
632,418,953,"No"
464,39,571,"Yes"
508,421,439,"Yes"
819,264,925,"No"
88,263,170,"Yes"
380,296,597,"Yes"
514,452,956,"No"
614,497,155,"Yes"
754,432,749,"Yes"
39,365,784,"Yes"
202,265,25,"No"
172,100,793,"Yes"
606,4,865,"No"
245,464,341,"No"
230,296,723,"Yes"
965,498,944,"No"
655,451,420,"Yes"
243,287,650,"No"
596,7,350,"Yes"
79,205,729,"No"
460,403,302,"Yes"
480,191,443,"No"
632,188,843,"Yes"
482,112,841,"No"
785,470,9,"Yes"
906,181,176,"Yes"
40,167,521,"No"
341,292,981,"No"
243,253,137,"No"
937,344,511,"Yes"
541,106,860,"No"
577,6,111,"No"
126,441,127,"Yes"
986,285,998,"No"
816,228,669,"Yes"
392,144,835,"No"
10,376,832,"No"
452,321,830,"No"
905,185,299,"Yes"
460,454,959,"Yes"
688,4,809,"Yes"
555,123,439,"Yes"
929,81,642,"No"
938,260,614,"Yes"
890,31,938,"Yes"
63,48,379,"Yes"
699,250,940,"No"
407,194,381,"No"
298,224,972,"Yes"
495,173,989,"Yes"
599,284,667,"Yes"
556,476,777,"No"
977,95,178,"Yes"
574,227,491,"Yes"
955,220,704,"No"
269,233,393,"Yes"
720,200,696,"No"
251,159,671,"No"
461,315,607,"Yes"
979,116,826,"No"
137,273,72,"No"
850,198,562,"No"
290,214,456,"Yes"
966,154,909,"No"
87,146,810,"No"
293,415,569,"No"
15,123,723,"No"
860,89,375,"Yes"
263,50,492,"No"
919,478,789,"No"
452,348,899,"Yes"
887,289,55,"Yes"
64,16,509,"No"
913,61,896,"No"
545,250,840,"No"
682,79,317,"Yes"
941,341,357,"No"
907,382,915,"Yes"
681,106,11,"Yes"
805,439,394,"Yes"
690,66,10,"Yes"
3,121,57,"No"
220,372,435,"Yes"
156,34,4,"No"
372,115,699,"Yes"
579,395,963,"Yes"
686,387,460,"No"
920,331,963,"No"
140,235,773,"No"
176,253,391,"No"
8,463,132,"No"
609,206,227,"No"
569,51,733,"No"
660,318,728,"No"
985,370,291,"Yes"
744,159,983,"Yes"
636,357,973,"No"
72,206,666,"Yes"
538,63,113,"Yes"
833,10,778,"Yes"
30,327,183,"Yes"
427,123,647,"No"
775,330,238,"Yes"
174,142,452,"Yes"
981,445,9,"Yes"
588,228,929,"No"
249,337,704,"No"
785,401,202,"No"
276,294,529,"No"
739,341,52,"Yes"
567,319,446,"Yes"
813,349,258,"No"
517,383,173,"Yes"
750,465,793,"Yes"
511,247,480,"No"
930,316,948,"Yes"
418,81,957,"Yes"
83,295,52,"No"
741,421,893,"No"
70,468,912,"No"
737,397,364,"No"
223,257,981,"Yes"
385,117,993,"Yes"
878,308,242,"No"
125,454,734,"No"
924,380,395,"Yes"
630,93,249,"No"
